Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,Variant index,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 34,2013/7/5 10:18:32,2013/7/5 10:18:32,Resolve ticket,Value 9,14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 34,2013/7/20 10:18:42,2013/7/20 10:18:42,Closed,Value 3,14,Value 1,Value 29,Value 6,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 35,2012/1/18 8:15:30,2012/1/18 8:15:30,Assign seriousness,Value 1,5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 35,2012/1/18 9:46:37,2012/1/18 9:46:37,Resolve ticket,Value 1,5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 35,2012/3/10 8:20:43,2012/3/10 8:20:43,Closed,Value 5,5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 36,2011/6/29 10:06:48,2011/6/29 10:06:48,Assign seriousness,Value 2,1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 36,2011/6/30 12:58:23,2011/6/30 12:58:23,Take in charge ticket,Value 6,1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 36,2011/7/5 7:32:43,2011/7/5 7:32:43,Resolve ticket,Value 6,1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 36,2011/7/30 10:10:20,2011/7/30 10:10:20,Closed,Value 5,1,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 37,2011/2/10 11:13:07,2011/2/10 11:13:07,Assign seriousness,Value 8,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/2/10 11:13:33,2011/2/10 11:13:33,Take in charge ticket,Value 8,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/2/10 15:20:02,2011/2/10 15:20:02,Resolve ticket,Value 9,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/2 13:23:58,2011/3/2 13:23:58,Resolve ticket,Value 2,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/2 13:24:07,2011/3/2 13:24:07,Take in charge ticket,Value 2,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/2 15:27:52,2011/3/2 15:27:52,Wait,Value 2,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/4 9:37:50,2011/3/4 9:37:50,Take in charge ticket,Value 2,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/4 9:37:55,2011/3/4 9:37:55,Resolve ticket,Value 2,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/4/3 8:38:21,2011/4/3 8:38:21,Closed,Value 5,92,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 38,2012/3/20 7:57:45,2012/3/20 7:57:45,Assign seriousness,Value 4,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 38,2012/3/20 7:58:15,2012/3/20 7:58:15,Take in charge ticket,Value 4,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 38,2012/3/20 8:18:56,2012/3/20 8:18:56,Resolve ticket,Value 4,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 38,2012/4/21 16:00:36,2012/4/21 16:00:36,Closed,Value 5,1,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 39,2013/8/29 11:05:59,2013/8/29 11:05:59,Assign seriousness,Value 14,2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/9/11 12:57:48,2013/9/11 12:57:48,Take in charge ticket,Value 2,2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/9/12 9:46:36,2013/9/12 9:46:36,Wait,Value 4,2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/9/27 9:50:58,2013/9/27 9:50:58,Resolve ticket,Value 4,2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/10/12 9:51:11,2013/10/12 9:51:11,Closed,Value 3,2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 40,2012/8/9 12:13:03,2012/8/9 12:13:03,Assign seriousness,Value 4,1,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 40,2012/8/9 12:13:29,2012/8/9 12:13:29,Take in charge ticket,Value 4,1,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 40,2012/8/9 12:46:00,2012/8/9 12:46:00,Resolve ticket,Value 13,1,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 40,2012/9/12 12:20:25,2012/9/12 12:20:25,Closed,Value 5,1,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 41,2010/12/14 10:44:26,2010/12/14 10:44:26,Assign seriousness,Value 14,1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 41,2010/12/14 10:44:57,2010/12/14 10:44:57,Take in charge ticket,Value 14,1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 41,2010/12/14 10:45:12,2010/12/14 10:45:12,Resolve ticket,Value 14,1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 41,2011/1/27 10:50:31,2011/1/27 10:50:31,Closed,Value 5,1,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/6/16 12:23:39,2011/6/16 12:23:39,Assign seriousness,Value 8,1,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/6/16 12:51:05,2011/6/16 12:51:05,Take in charge ticket,Value 8,1,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/6/16 13:39:51,2011/6/16 13:39:51,Resolve ticket,Value 8,1,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/7/30 12:30:33,2011/7/30 12:30:33,Closed,Value 5,1,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 43,2012/4/10 8:56:32,2012/4/10 8:56:32,Assign seriousness,Value 1,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2012/4/10 9:27:27,2012/4/10 9:27:27,Take in charge ticket,Value 4,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2012/4/10 10:53:28,2012/4/10 10:53:28,Resolve ticket,Value 4,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2012/5/26 9:00:20,2012/5/26 9:00:20,Closed,Value 5,1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/11/29 16:09:19,2010/11/29 16:09:19,Assign seriousness,Value 2,1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/11/29 16:19:59,2010/11/29 16:19:59,Take in charge ticket,Value 2,1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/11/29 16:20:51,2010/11/29 16:20:51,Resolve ticket,Value 2,1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/12/31 16:10:28,2010/12/31 16:10:28,Closed,Value 5,1,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 45,2012/1/20 14:08:14,2012/1/20 14:08:14,Assign seriousness,Value 9,1,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 45,2012/1/25 11:46:19,2012/1/25 11:46:19,Take in charge ticket,Value 9,1,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 45,2012/3/2 10:40:59,2012/3/2 10:40:59,Resolve ticket,Value 9,1,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 45,2012/3/17 10:41:18,2012/3/17 10:41:18,Closed,Value 5,1,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 46,2012/11/14 14:33:17,2012/11/14 14:33:17,Assign seriousness,Value 1,28,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/11/15 13:33:28,2012/11/15 13:33:28,Take in charge ticket,Value 2,28,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/11/15 13:33:59,2012/11/15 13:33:59,Take in charge ticket,Value 12,28,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/11/16 11:37:21,2012/11/16 11:37:21,Wait,Value 12,28,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/12/14 14:20:49,2012/12/14 14:20:49,Resolve ticket,Value 12,28,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/12/29 14:21:03,2012/12/29 14:21:03,Closed,Value 3,28,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 47,2011/5/25 9:48:18,2011/5/25 9:48:18,Assign seriousness,Value 8,1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2011/5/25 9:48:43,2011/5/25 9:48:43,Take in charge ticket,Value 8,1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2011/5/30 15:04:34,2011/5/30 15:04:34,Resolve ticket,Value 15,1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2011/7/1 9:50:37,2011/7/1 9:50:37,Closed,Value 5,1,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 48,2010/12/1 13:42:59,2010/12/1 13:42:59,Insert ticket,Value 12,7,Value 1,Value 36,Value 3,Value 1,Value 3,Value 2,Value 1,Value 1,Value 1
Case 48,2010/12/2 14:07:33,2010/12/2 14:07:33,Assign seriousness,Value 2,7,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 48,2010/12/2 14:07:41,2010/12/2 14:07:41,Take in charge ticket,Value 2,7,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 48,2010/12/2 14:08:33,2010/12/2 14:08:33,Resolve ticket,Value 2,7,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 48,2011/1/1 14:08:51,2011/1/1 14:08:51,Closed,Value 5,7,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 49,2011/11/25 14:33:54,2011/11/25 14:33:54,Assign seriousness,Value 2,2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2011/11/25 14:47:48,2011/11/25 14:47:48,Take in charge ticket,Value 2,2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2011/11/29 14:47:35,2011/11/29 14:47:35,Wait,Value 2,2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2011/12/2 16:25:57,2011/12/2 16:25:57,Resolve ticket,Value 2,2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2012/1/7 16:20:26,2012/1/7 16:20:26,Closed,Value 5,2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 50,2012/1/16 10:53:01,2012/1/16 10:53:01,Assign seriousness,Value 4,6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/1/16 10:59:51,2012/1/16 10:59:51,Take in charge ticket,Value 4,6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/1/16 16:37:54,2012/1/16 16:37:54,Resolve ticket,Value 4,6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/1/16 16:37:55,2012/1/16 16:37:55,Resolve ticket,Value 4,6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/2/16 11:00:57,2012/2/16 11:00:57,Closed,Value 5,6,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 51,2012/6/13 13:55:36,2012/6/13 13:55:36,Assign seriousness,Value 4,2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/6/14 7:07:06,2012/6/14 7:07:06,Take in charge ticket,Value 4,2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/6/15 7:16:27,2012/6/15 7:16:27,Wait,Value 10,2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/7/2 9:41:04,2012/7/2 9:41:04,Resolve ticket,Value 10,2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/7/18 7:30:21,2012/7/18 7:30:21,Closed,Value 5,2,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 52,2012/7/26 15:18:26,2012/7/26 15:18:26,Assign seriousness,Value 13,1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2012/7/26 15:18:35,2012/7/26 15:18:35,Take in charge ticket,Value 13,1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2012/7/27 10:46:28,2012/7/27 10:46:28,Resolve ticket,Value 13,1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2012/9/12 15:20:55,2012/9/12 15:20:55,Closed,Value 5,1,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 53,2010/10/14 13:53:13,2010/10/14 13:53:13,Assign seriousness,Value 2,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/15 13:02:36,2010/10/15 13:02:36,Take in charge ticket,Value 14,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/28 15:12:55,2010/10/28 15:12:55,Wait,Value 12,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/28 15:12:55,2010/10/28 15:12:55,Wait,Value 12,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/29 13:42:01,2010/10/29 13:42:01,Take in charge ticket,Value 12,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/11/4 8:48:12,2010/11/4 8:48:12,Resolve ticket,Value 2,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/12/4 8:48:57,2010/12/4 8:48:57,Closed,Value 5,16,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/11/7 8:20:59,2013/11/7 8:20:59,Assign seriousness,Value 1,1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/11/29 9:10:50,2013/11/29 9:10:50,Take in charge ticket,Value 2,1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/12/2 16:14:22,2013/12/2 16:14:22,Resolve ticket,Value 2,1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/12/17 16:14:40,2013/12/17 16:14:40,Closed,Value 3,1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 55,2011/10/26 15:51:42,2011/10/26 15:51:42,Assign seriousness,Value 4,2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/10/31 15:19:03,2011/10/31 15:19:03,Take in charge ticket,Value 9,2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/11/7 8:44:52,2011/11/7 8:44:52,Wait,Value 9,2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/11/21 8:21:23,2011/11/21 8:21:23,Resolve ticket,Value 9,2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/12/6 8:21:36,2011/12/6 8:21:36,Closed,Value 5,2,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 56,2012/1/30 11:32:58,2012/1/30 11:32:58,Assign seriousness,Value 2,5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 56,2012/1/30 11:33:23,2012/1/30 11:33:23,Resolve ticket,Value 2,5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 56,2012/3/14 11:40:25,2012/3/14 11:40:25,Closed,Value 5,5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 57,2010/10/29 9:39:23,2010/10/29 9:39:23,Assign seriousness,Value 6,1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2010/11/2 14:56:13,2010/11/2 14:56:13,Take in charge ticket,Value 6,1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2010/11/2 15:39:05,2010/11/2 15:39:05,Resolve ticket,Value 6,1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2010/11/30 10:40:55,2010/11/30 10:40:55,Closed,Value 5,1,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 58,2012/11/16 15:49:30,2012/11/16 15:49:30,Assign seriousness,Value 1,93,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2012/11/16 15:49:51,2012/11/16 15:49:51,Create SW anomaly,Value 1,93,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2012/11/28 13:50:07,2012/11/28 13:50:07,Require upgrade,Value 2,93,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2012/12/17 9:55:05,2012/12/17 9:55:05,Resolve ticket,Value 2,93,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2013/1/1 9:55:26,2013/1/1 9:55:26,Closed,Value 3,93,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 12:28:37,2012/3/28 12:28:37,Assign seriousness,Value 1,6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 12:28:47,2012/3/28 12:28:47,Take in charge ticket,Value 1,6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 15:32:57,2012/3/28 15:32:57,Resolve ticket,Value 1,6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 15:32:57,2012/3/28 15:32:57,Resolve ticket,Value 1,6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/4/28 12:30:17,2012/4/28 12:30:17,Closed,Value 5,6,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/6 15:35:49,2011/4/6 15:35:49,Assign seriousness,Value 13,3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/6 15:36:04,2011/4/6 15:36:04,Take in charge ticket,Value 13,3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/7 15:41:23,2011/4/7 15:41:23,Wait,Value 13,3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/13 8:49:14,2011/4/13 8:49:14,Take in charge ticket,Value 2,3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/13 8:49:22,2011/4/13 8:49:22,Resolve ticket,Value 2,3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/5/28 8:50:26,2011/5/28 8:50:26,Closed,Value 5,3,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 61,2011/9/16 7:04:39,2011/9/16 7:04:39,Assign seriousness,Value 1,1,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 61,2011/9/16 7:18:12,2011/9/16 7:18:12,Take in charge ticket,Value 10,1,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 61,2011/9/16 15:04:46,2011/9/16 15:04:46,Resolve ticket,Value 10,1,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 61,2011/11/10 8:10:45,2011/11/10 8:10:45,Closed,Value 5,1,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 62,2012/5/28 15:16:47,2012/5/28 15:16:47,Assign seriousness,Value 4,5,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 62,2012/5/28 15:18:27,2012/5/28 15:18:27,Resolve ticket,Value 4,5,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 62,2012/7/26 15:20:39,2012/7/26 15:20:39,Closed,Value 5,5,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 63,2013/3/6 15:05:09,2013/3/6 15:05:09,Assign seriousness,Value 4,1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 63,2013/3/22 8:58:01,2013/3/22 8:58:01,Take in charge ticket,Value 9,1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 63,2013/3/22 9:34:16,2013/3/22 9:34:16,Resolve ticket,Value 9,1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 63,2013/4/6 8:34:35,2013/4/6 8:34:35,Closed,Value 3,1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 64,2011/4/14 15:54:28,2011/4/14 15:54:28,Assign seriousness,Value 13,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/14 15:54:46,2011/4/14 15:54:46,Assign seriousness,Value 13,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/15 10:41:19,2011/4/15 10:41:19,Wait,Value 11,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/27 10:30:04,2011/4/27 10:30:04,Take in charge ticket,Value 2,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/27 10:30:13,2011/4/27 10:30:13,Wait,Value 2,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/5/6 9:42:13,2011/5/6 9:42:13,Take in charge ticket,Value 11,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/5/6 9:42:28,2011/5/6 9:42:28,Resolve ticket,Value 11,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/5/21 9:42:52,2011/5/21 9:42:52,Closed,Value 5,94,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 65,2013/2/13 13:41:45,2013/2/13 13:41:45,Assign seriousness,Value 4,2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/1 9:23:38,2013/3/1 9:23:38,Take in charge ticket,Value 2,2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/1 10:14:20,2013/3/1 10:14:20,Wait,Value 2,2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/1 16:01:20,2013/3/1 16:01:20,Resolve ticket,Value 2,2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/16 16:01:36,2013/3/16 16:01:36,Closed,Value 3,2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/6/26 8:46:53,2012/6/26 8:46:53,Assign seriousness,Value 2,1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/6/26 8:47:39,2012/6/26 8:47:39,Take in charge ticket,Value 13,1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/6/26 13:05:58,2012/6/26 13:05:58,Resolve ticket,Value 13,1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/8/24 15:42:30,2012/8/24 15:42:30,Closed,Value 2,1,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 67,2010/12/30 15:03:15,2010/12/30 15:03:15,Assign seriousness,Value 13,1,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 67,2011/1/11 8:40:08,2011/1/11 8:40:08,Take in charge ticket,Value 2,1,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
