Case ID,Start Timestamp,Complete Timestamp,Activity,Resource,Work Order  Qty,Part Desc.,Worker ID,Report Type,Qty Completed,Qty Rejected,Qty for MRB,Rework
Case 11,2012/1/17 10:46:00,2012/1/17 12:01:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spur Gear,ID4641,D,7,0,0,
Case 11,2012/1/18 7:00:00,2012/1/18 8:38:00,Turning & Milling Q.C.,Quality Check 1,100,Spur Gear,ID4287,D,0,0,0,
Case 11,2012/1/18 8:35:00,2012/1/18 9:50:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spur Gear,ID4641,D,0,0,0,
Case 11,2012/1/18 8:36:00,2012/1/18 9:56:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spur Gear,ID4641,S,0,0,0,
Case 11,2012/1/18 9:57:00,2012/1/18 15:32:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spur Gear,ID4641,D,14,0,0,
Case 11,2012/1/18 10:14:00,2012/1/18 11:29:00,Turning & Milling Q.C.,Quality Check 1,100,Spur Gear,ID4618,D,60,0,0,
Case 11,2012/1/19 7:39:00,2012/1/19 9:00:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,100,Spur Gear,ID4641,S,1,0,0,
Case 11,2012/1/19 9:01:00,2012/1/19 16:00:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spur Gear,ID4641,D,14,0,0,
Case 11,2012/1/19 16:08:00,2012/1/19 19:21:00,Turning & Milling - Machine 10,Machine 10 - Grinding,100,Spur Gear,ID4132,D,9,0,0,
Case 11,2012/1/22 15:01:00,2012/1/22 15:33:00,Laser Marking - Machine 7,Machine 7- Laser Marking,100,Spur Gear,ID4882,D,20,0,0,
Case 11,2012/1/23 9:24:00,2012/1/23 9:25:00,Turning & Milling Q.C.,Quality Check 1,100,Spur Gear,ID4618,D,37,0,0,
Case 11,2012/1/24 14:41:00,2012/1/24 16:06:00,Laser Marking - Machine 7,Machine 7- Laser Marking,100,Spur Gear,ID4882,D,77,0,0,
Case 11,2012/1/25 0:00:00,2012/1/25 1:00:00,Packing,Packing,100,Spur Gear,ID4820,D,97,0,0,
Case 11,2012/1/25 11:11:00,2012/1/25 14:09:00,Final Inspection Q.C.,Quality Check 1,100,Spur Gear,ID4618,D,97,0,0,
Case 11,2012/1/25 14:10:00,2012/1/25 14:11:00,Turning & Milling Q.C.,Quality Check 1,100,Spur Gear,ID4618,D,0,3,0,
Case 110,2012/3/1 3:49:00,2012/3/1 6:35:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,S,1,0,0,
Case 110,2012/3/1 6:57:00,2012/3/1 12:36:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,S,3,0,0,
Case 110,2012/3/1 10:00:00,2012/3/1 11:00:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4163,D,0,0,0,
Case 110,2012/3/1 12:37:00,2012/3/1 15:46:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,D,10,0,0,
Case 110,2012/3/1 20:16:00,2012/3/2 6:27:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,30,0,0,
Case 110,2012/3/2 6:45:00,2012/3/2 12:47:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4167,D,14,0,0,
Case 110,2012/3/3 13:00:00,2012/3/4 0:26:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,D,36,0,0,
Case 110,2012/3/3 23:36:00,2012/3/4 6:46:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4641,D,21,0,0,
Case 110,2012/3/4 7:20:00,2012/3/4 7:51:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/6 7:22:00,2012/3/6 7:29:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,119,1,0,
Case 110,2012/3/6 7:28:00,2012/3/6 7:29:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,5,0,0,
Case 110,2012/3/8 1:08:00,2012/3/8 4:17:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,S,0,0,0,
Case 110,2012/3/8 7:11:00,2012/3/8 11:37:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,S,1,0,0,
Case 110,2012/3/8 11:37:00,2012/3/8 15:52:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,10,0,0,
Case 110,2012/3/8 15:54:00,2012/3/8 23:40:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4167,D,32,0,0,
Case 110,2012/3/9 1:48:00,2012/3/9 6:51:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,D,18,0,0,
Case 110,2012/3/9 6:50:00,2012/3/9 7:32:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/9 7:59:00,2012/3/9 12:27:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4429,D,15,0,0,
Case 110,2012/3/10 13:00:00,2012/3/11 10:54:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4932,D,30,0,0,
Case 110,2012/3/10 23:26:00,2012/3/11 6:35:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,20,0,0,
Case 110,2012/3/11 6:55:00,2012/3/11 16:09:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,D,17,0,0,
Case 110,2012/3/11 6:58:00,2012/3/11 7:42:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/11 8:02:00,2012/3/11 9:17:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,82,0,0,
Case 110,2012/3/11 16:11:00,2012/3/11 20:12:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4429,D,13,0,0,
Case 110,2012/3/12 8:00:00,2012/3/12 8:08:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,3,0,
Case 110,2012/3/12 8:13:00,2012/3/12 9:28:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,36,0,0,
Case 110,2012/3/12 9:28:00,2012/3/12 9:33:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,3,0,
Case 110,2012/3/15 23:10:00,2012/3/16 6:47:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,S,4,0,0,
Case 110,2012/3/16 6:58:00,2012/3/16 8:32:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/16 7:13:00,2012/3/16 12:49:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4529,D,19,0,0,
Case 110,2012/3/17 13:24:00,2012/3/18 11:30:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4932,D,36,0,0,
Case 110,2012/3/17 23:54:00,2012/3/18 2:26:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4641,D,14,0,0,
Case 110,2012/3/19 12:29:00,2012/3/19 16:06:00,Laser Marking - Machine 7,Machine 7- Laser Marking,500,Ballnut,ID0998,D,141,0,0,
Case 110,2012/3/19 16:24:00,2012/3/19 17:43:00,Flat Grinding - Machine 11,Machine 11 - Grinding,500,Ballnut,ID4528,D,20,0,0,
Case 110,2012/3/19 21:29:00,2012/3/19 22:32:00,Laser Marking - Machine 7,Machine 7- Laser Marking,500,Ballnut,ID0997,D,0,0,0,
Case 110,2012/3/20 6:52:00,2012/3/20 9:44:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/20 7:16:00,2012/3/20 12:13:00,Flat Grinding - Machine 11,Machine 11 - Grinding,500,Ballnut,ID4528,D,91,0,0,
Case 110,2012/3/20 9:46:00,2012/3/20 11:58:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID0998,D,20,0,0,
Case 110,2012/3/20 11:36:00,2012/3/20 12:51:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,72,0,0,
Case 110,2012/3/20 12:45:00,2012/3/20 13:41:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,1,0,
Case 110,2012/3/22 7:33:00,2012/3/22 11:51:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,S,1,0,0,
Case 110,2012/3/22 11:30:00,2012/3/22 11:46:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/22 11:51:00,2012/3/22 13:30:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,3,0,0,
Case 110,2012/3/22 12:15:00,2012/3/22 14:33:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID4718,D,0,0,0,
Case 110,2012/3/22 13:42:00,2012/3/22 16:22:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID0998,D,80,0,0,
Case 110,2012/3/22 16:22:00,2012/3/22 17:37:00,Flat Grinding - Machine 11,Machine 11 - Grinding,500,Ballnut,ID0998,D,30,0,0,
Case 110,2012/3/22 16:30:00,2012/3/22 23:30:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,20,0,0,
Case 110,2012/3/23 0:00:00,2012/3/23 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID4882,D,0,0,0,
Case 110,2012/3/23 7:03:00,2012/3/23 7:24:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,0,0,0,
Case 110,2012/3/23 7:12:00,2012/3/23 12:42:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,20,0,0,
Case 110,2012/3/23 11:38:00,2012/3/23 11:39:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID0998,D,41,0,0,
Case 110,2012/3/23 20:59:00,2012/3/24 7:00:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4167,D,21,0,0,
Case 110,2012/3/24 13:33:00,2012/3/25 12:58:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4932,D,50,0,0,
Case 110,2012/3/24 22:51:00,2012/3/25 3:35:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,500,Ballnut,ID4794,D,10,0,0,
Case 110,2012/3/26 0:00:00,2012/3/26 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID4882,D,0,0,0,
Case 110,2012/3/26 7:03:00,2012/3/26 7:16:00,Laser Marking - Machine 7,Machine 7- Laser Marking,500,Ballnut,ID4882,D,96,0,0,
Case 110,2012/3/27 0:00:00,2012/3/27 1:15:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID4882,D,0,0,0,
Case 110,2012/3/28 9:47:00,2012/3/28 9:48:00,Turning & Milling Q.C.,Quality Check 1,500,Ballnut,ID4618,D,148,0,0,
Case 110,2012/3/28 13:07:00,2012/3/28 13:55:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4445,S,0,0,0,
Case 110,2012/3/28 14:13:00,2012/3/28 15:57:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4872,D,15,0,0,
Case 110,2012/3/28 16:01:00,2012/3/28 20:12:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4528,D,39,0,0,
Case 110,2012/3/28 20:09:00,2012/3/29 5:26:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID0420,D,83,0,0,
Case 110,2012/3/29 0:00:00,2012/3/29 1:00:00,Packing,Packing,500,Ballnut,ID4820,D,60,0,0,
Case 110,2012/3/29 0:00:00,2012/3/29 1:00:00,Packing,Packing,500,Ballnut,ID4820,D,30,0,0,
Case 110,2012/3/29 5:30:00,2012/3/29 6:50:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4445,D,15,0,0,
Case 110,2012/3/29 6:59:00,2012/3/29 9:58:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4872,D,22,0,0,
Case 110,2012/3/29 8:19:00,2012/3/29 8:20:00,Flat Grinding - Machine 11,Machine 11 - Grinding,500,Ballnut,ID0998,D,96,0,0,
Case 110,2012/3/29 8:21:00,2012/3/29 9:36:00,Lapping - Machine 1,Machine 1 - Lapping,500,Ballnut,ID0998,D,96,0,0,
Case 110,2012/3/29 9:20:00,2012/3/29 10:29:00,Final Inspection Q.C.,Quality Check 1,500,Ballnut,ID4618,D,90,0,0,
Case 110,2012/3/29 10:39:00,2012/3/29 15:43:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4445,D,45,0,0,
Case 110,2012/3/29 15:59:00,2012/3/29 17:53:00,Round Grinding - Machine 3,Machine 3 - Round Grinding,500,Ballnut,ID4528,D,18,0,0,
Case 110,2012/3/30 0:00:00,2012/3/30 1:00:00,Packing,Packing,500,Ballnut,ID4491,D,140,0,0,
Case 110,2012/3/30 7:21:00,2012/3/30 10:28:00,Final Inspection Q.C.,Quality Check 1,500,Ballnut,ID4618,D,140,0,0,
Case 111,2012/3/12 21:10:00,2012/3/13 0:13:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,S,1,0,0,
Case 111,2012/3/13 0:13:00,2012/3/13 6:39:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,D,55,0,0,
Case 111,2012/3/13 7:10:00,2012/3/13 16:10:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4167,D,83,0,0,
Case 111,2012/3/13 16:14:00,2012/3/13 19:42:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4429,D,34,0,0,
Case 111,2012/3/13 19:44:00,2012/3/14 6:45:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,D,100,0,0,
Case 111,2012/3/14 6:58:00,2012/3/14 10:59:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4167,D,27,0,0,
Case 111,2012/3/14 13:50:00,2012/3/14 15:05:00,Turning Q.C.,Quality Check 1,300,Cable Head,ID4493,D,300,0,0,
Case 111,2012/3/22 11:14:00,2012/3/22 17:50:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,S,1,0,0,
Case 111,2012/3/22 20:00:00,2012/3/23 7:00:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4167,D,46,0,0,
Case 111,2012/3/23 7:00:00,2012/3/23 12:41:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4794,D,20,0,0,
Case 111,2012/3/23 7:09:00,2012/3/23 12:41:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4794,D,0,0,0,
Case 111,2012/3/24 6:31:00,2012/3/24 15:53:00,Turning - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,D,0,0,0,
Case 111,2012/3/24 13:51:00,2012/3/24 15:52:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,D,65,0,0,
Case 111,2012/3/24 22:52:00,2012/3/25 6:45:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4794,D,25,0,0,
Case 111,2012/3/25 7:06:00,2012/3/25 15:32:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4167,D,53,0,0,
Case 111,2012/3/25 19:54:00,2012/3/26 6:43:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4932,D,63,0,0,
Case 111,2012/3/26 7:21:00,2012/3/26 9:22:00,Turning & Milling Q.C.,Quality Check 1,300,Cable Head,ID4493,D,209,4,0,
Case 111,2012/3/26 15:42:00,2012/3/26 16:00:00,Laser Marking - Machine 7,Machine 7- Laser Marking,300,Cable Head,ID0998,D,50,0,0,
Case 111,2012/3/26 16:02:00,2012/3/26 17:43:00,Laser Marking - Machine 7,Machine 7- Laser Marking,300,Cable Head,ID4882,D,159,0,0,
Case 111,2012/3/27 0:51:00,2012/3/27 7:52:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4167,D,0,0,0,
Case 111,2012/3/27 7:00:00,2012/3/27 7:35:00,Turning & Milling Q.C.,Quality Check 1,300,Cable Head,ID4493,D,0,0,0,
Case 111,2012/3/27 7:00:00,2012/3/27 10:59:00,Turning & Milling Q.C.,Quality Check 1,300,Cable Head,ID4493,D,87,0,0,
Case 111,2012/3/27 10:56:00,2012/3/28 6:56:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,300,Cable Head,ID4167,D,27,0,0,
Case 111,2012/3/27 11:10:00,2012/3/27 13:26:00,Laser Marking - Machine 7,Machine 7- Laser Marking,300,Cable Head,ID0998,D,87,0,0,
Case 112,2012/3/8 6:13:00,2012/3/8 6:51:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID4641,S,0,0,0,
Case 112,2012/3/13 14:01:00,2012/3/13 17:48:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID3846,S,1,0,0,
Case 112,2012/3/13 21:28:00,2012/3/13 23:10:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID4132,S,3,0,0,
Case 112,2012/3/14 7:00:00,2012/3/14 8:40:00,Turning & Milling Q.C.,Quality Check 1,492,Ballnut,ID4287,D,0,3,0,
Case 112,2012/3/14 8:15:00,2012/3/14 9:02:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID3846,B,0,0,0,
Case 112,2012/3/14 9:02:00,2012/3/14 13:21:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID3846,S,3,0,0,
Case 112,2012/3/14 16:10:00,2012/3/14 17:51:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID4132,D,3,0,0,
Case 112,2012/3/14 20:43:00,2012/3/15 6:48:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID4794,D,45,0,0,
Case 112,2012/3/15 8:22:00,2012/3/15 9:43:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID3846,S,1,0,0,
Case 112,2012/3/15 9:44:00,2012/3/15 17:22:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID3846,D,39,0,0,
Case 112,2012/3/15 21:04:00,2012/3/16 6:47:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID4794,D,25,0,0,
Case 112,2012/3/18 3:18:00,2012/3/18 6:50:00,Turning & Milling - Machine 9,Machine 9 - Turning & Milling,492,Ballnut,ID4641,D,10,0,0,
Case 112,2012/3/18 12:00:00,2012/3/18 12:33:00,Turning & Milling Q.C.,Quality Check 1,492,Ballnut,ID4287,D,0,3,0,
Case 112,2012/3/18 12:00:00,2012/3/18 12:33:00,Turning & Milling Q.C.,Quality Check 1,492,Ballnut,ID4287,D,106,8,0,
Case 112,2012/3/18 12:42:00,2012/3/18 14:55:00,Laser Marking - Machine 7,Machine 7- Laser Marking,492,Ballnut,ID4718,D,106,0,0,
Case 112,2012/3/18 15:43:00,2012/3/18 18:10:00,Lapping - Machine 1,Machine 1 - Lapping,492,Ballnut,ID0998,D,106,0,0,
Case 112,2012/3/18 21:38:00,2012/3/19 0:19:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4641,S,1,0,0,
Case 112,2012/3/19 0:19:00,2012/3/19 3:10:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4641,D,10,0,0,
Case 112,2012/3/19 3:12:00,2012/3/19 6:46:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4529,D,20,0,0,
Case 112,2012/3/19 7:26:00,2012/3/19 16:39:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4718,D,44,0,0,
Case 112,2012/3/19 21:18:00,2012/3/20 6:48:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4641,D,21,0,0,
Case 112,2012/3/20 7:20:00,2012/3/20 17:52:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID3846,D,26,0,0,
Case 112,2012/3/20 11:30:00,2012/3/20 13:30:00,Final Inspection Q.C.,Quality Check 1,492,Ballnut,ID4287,D,0,0,0,
Case 112,2012/3/20 16:00:00,2012/3/20 16:33:00,Final Inspection Q.C.,Quality Check 1,492,Ballnut,ID4287,D,106,0,0,
Case 112,2012/3/20 21:30:00,2012/3/21 3:29:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4641,D,15,0,0,
Case 112,2012/3/21 0:00:00,2012/3/21 1:00:00,Packing,Packing,492,Ballnut,ID4820,D,106,0,0,
Case 112,2012/3/21 0:00:00,2012/3/21 1:00:00,Packing,Packing,492,Ballnut,ID4820,D,0,0,0,
Case 112,2012/3/21 8:31:00,2012/3/21 10:00:00,Turning & Milling Q.C.,Quality Check 1,492,Ballnut,ID4287,D,139,0,0,
Case 112,2012/3/21 10:01:00,2012/3/21 12:32:00,Laser Marking - Machine 7,Machine 7- Laser Marking,492,Ballnut,ID4718,D,139,0,0,
Case 112,2012/3/21 15:31:00,2012/3/21 17:43:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4132,D,9,0,0,
Case 112,2012/3/21 20:29:00,2012/3/22 5:32:00,Turning & Milling - Machine 10,Machine 10 - Grinding,492,Ballnut,ID4641,D,23,0,0,
Case 112,2012/3/22 7:42:00,2012/3/22 8:42:00,Grinding Rework,Machine 11 - Grinding,492,Ballnut,ID4882,D,0,0,0,
Case 112,2012/3/22 9:02:00,2012/3/22 12:22:00,Grinding Rework,Machine 11 - Grinding,492,Ballnut,ID4882,D,0,0,0,
Case 112,2012/3/22 10:00:00,2012/3/22 14:33:00,Lapping - Machine 1,Machine 1 - Lapping,492,Ballnut,ID4718,D,139,0,0,
Case 112,2012/3/25 9:49:00,2012/3/25 16:03:00,Final Inspection Q.C.,Quality Check 1,492,Ballnut,ID4287,D,0,0,0,
Case 112,2012/3/29 0:00:00,2012/3/29 1:00:00,Packing,Packing,492,Ballnut,ID4820,D,139,0,0,
Case 112,2012/3/29 9:00:00,2012/3/29 9:34:00,Final Inspection Q.C.,Quality Check 1,492,Ballnut,ID4287,D,139,0,0,
Case 113,2012/3/15 3:09:00,2012/3/15 6:49:00,SETUP     Turning & Milling - Machine 5,Machine 5 - Turning & Milling,28,Cable Head,ID4932,S,0,0,0,
Case 113,2012/3/15 7:06:00,2012/3/15 15:56:00,Turning & Milling - Machine 5,Machine 5 - Turning & Milling,28,Cable Head,ID4529,S,28,0,0,
Case 113,2012/3/16 7:03:00,2012/3/16 11:04:00,Turning & Milling Q.C.,Quality Check 1,28,Cable Head,ID4493,D,28,0,0,
Case 113,2012/3/16 11:15:00,2012/3/16 11:39:00,Laser Marking - Machine 7,Machine 7- Laser Marking,28,Cable Head,ID0998,D,28,0,0,
Case 114,2012/2/29 2:03:00,2012/2/29 6:53:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,20,Ballnut,ID4794,S,1,0,0,
Case 114,2012/2/29 6:56:00,2012/2/29 8:19:00,Turning & Milling Q.C.,Quality Check 1,20,Ballnut,ID4618,D,0,0,0,
Case 114,2012/2/29 7:10:00,2012/2/29 8:01:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,20,Ballnut,ID4718,S,0,0,0,
Case 114,2012/2/29 20:16:00,2012/3/1 3:48:00,Turning & Milling - Machine 6,Machine 6 - Turning & Milling,20,Ballnut,ID4794,D,19,0,0,
Case 114,2012/3/5 0:00:00,2012/3/5 1:15:00,Turning & Milling Q.C.,Quality Check 1,20,Ballnut,ID4618,D,19,0,0,
Case 114,2012/3/5 17:40:00,2012/3/5 17:41:00,Turning & Milling Q.C.,Quality Check 1,20,Ballnut,ID4618,D,0,1,0,
Case 114,2012/3/7 7:56:00,2012/3/7 8:04:00,Turning & Milling Q.C.,Quality Check 1,20,Ballnut,ID4618,D,0,0,0,
Case 115,2012/3/5 9:41:00,2012/3/5 16:01:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,90,Ballnut,ID4932,S,0,0,0,
Case 115,2012/3/6 0:05:00,2012/3/6 6:29:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,90,Ballnut,ID4529,D,50,0,0,
Case 115,2012/3/6 6:59:00,2012/3/6 8:35:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,90,Ballnut,ID4932,D,12,0,0,
Case 115,2012/3/6 8:35:00,2012/3/6 9:48:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,90,Ballnut,ID4932,S,0,0,0,
Case 115,2012/3/6 9:49:00,2012/3/6 13:48:00,Turning & Milling - Machine 4,Machine 4 - Turning & Milling,90,Ballnut,ID4932,D,28,0,0,
Case 115,2012/3/6 10:30:00,2012/3/6 12:00:00,Turning & Milling Q.C.,Quality Check 1,90,Ballnut,ID4287,D,0,0,0,
Case 115,2012/3/6 12:00:00,2012/3/6 12:50:00,Turning & Milling Q.C.,Quality Check 1,90,Ballnut,ID4287,D,90,0,0,
Case 115,2012/3/8 14:46:00,2012/3/8 15:52:00,Flat Grinding - Machine 11,Machine 11 - Grinding,90,Ballnut,ID4882,D,48,0,0,
Case 115,2012/3/9 0:00:00,2012/3/9 1:15:00,Flat Grinding - Machine 11,Machine 11 - Grinding,90,Ballnut,ID4882,D,0,0,0,
Case 115,2012/3/9 9:05:00,2012/3/9 10:17:00,Flat Grinding - Machine 11,Machine 11 - Grinding,90,Ballnut,ID4882,D,42,0,0,
Case 115,2012/3/11 7:00:00,2012/3/11 8:00:00,Turning & Milling Q.C.,Quality Check 1,90,Ballnut,ID4287,D,0,0,0,
Case 115,2012/3/11 9:46:00,2012/3/11 11:14:00,Lapping - Machine 1,Machine 1 - Lapping,90,Ballnut,ID4882,D,90,0,0,
Case 115,2012/3/11 20:41:00,2012/3/11 22:49:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,90,Ballnut,ID4385,S,0,0,0,
Case 115,2012/3/11 22:50:00,2012/3/11 23:50:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,90,Ballnut,ID4385,D,6,0,0,
Case 115,2012/3/11 23:51:00,2012/3/12 7:00:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,90,Ballnut,ID0420,D,36,0,0,
Case 115,2012/3/12 7:00:00,2012/3/12 7:51:00,Round Grinding - Q.C.,Quality Check 1,90,Ballnut,ID4287,D,0,0,0,
Case 115,2012/3/12 7:00:00,2012/3/12 15:45:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,90,Ballnut,ID4355,D,43,0,0,
Case 115,2012/3/12 16:07:00,2012/3/12 17:05:00,Round Grinding - Machine 2,Machine 2 - Round Grinding,90,Ballnut,ID4385,D,5,0,0,
