Case ID,Complete Timestamp,Complete Timestamp,Activity,Resource,seriousness,customer,product,responsible_section,seriousness_2,service_level,service_type,support_section,workgroup
Case 35,2012/3/10 8:20:00,2012/3/10 8:20:00,Closed,Value 5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 36,2011/6/29 10:06:00,2011/6/29 10:06:00,Assign seriousness,Value 2,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 36,2011/6/30 12:58:00,2011/6/30 12:58:00,Take in charge ticket,Value 6,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 36,2011/7/5 7:32:00,2011/7/5 7:32:00,Resolve ticket,Value 6,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 36,2011/7/30 10:10:00,2011/7/30 10:10:00,Closed,Value 5,Value 1,Value 8,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 37,2011/2/10 11:13:00,2011/2/10 11:13:00,Assign seriousness,Value 8,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/2/10 11:13:00,2011/2/10 11:13:00,Take in charge ticket,Value 8,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/2/10 15:20:00,2011/2/10 15:20:00,Resolve ticket,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/2 13:23:00,2011/3/2 13:23:00,Resolve ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/2 13:24:00,2011/3/2 13:24:00,Take in charge ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/2 15:27:00,2011/3/2 15:27:00,Wait,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/4 9:37:00,2011/3/4 9:37:00,Take in charge ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/3/4 9:37:00,2011/3/4 9:37:00,Resolve ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 37,2011/4/3 8:38:00,2011/4/3 8:38:00,Closed,Value 5,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 38,2012/3/20 7:57:00,2012/3/20 7:57:00,Assign seriousness,Value 4,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 38,2012/3/20 7:58:00,2012/3/20 7:58:00,Take in charge ticket,Value 4,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 38,2012/3/20 8:18:00,2012/3/20 8:18:00,Resolve ticket,Value 4,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 38,2012/4/21 16:00:00,2012/4/21 16:00:00,Closed,Value 5,Value 1,Value 9,Value 1,Value 1,Value 4,Value 2,Value 1,Value 1,Value 1
Case 39,2013/8/29 11:05:00,2013/8/29 11:05:00,Assign seriousness,Value 14,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/9/11 12:57:00,2013/9/11 12:57:00,Take in charge ticket,Value 2,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/9/12 9:46:00,2013/9/12 9:46:00,Wait,Value 4,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/9/27 9:50:00,2013/9/27 9:50:00,Resolve ticket,Value 4,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 39,2013/10/12 9:51:00,2013/10/12 9:51:00,Closed,Value 3,Value 1,Value 31,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 40,2012/8/9 12:13:00,2012/8/9 12:13:00,Assign seriousness,Value 4,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 40,2012/8/9 12:13:00,2012/8/9 12:13:00,Take in charge ticket,Value 4,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 40,2012/8/9 12:46:00,2012/8/9 12:46:00,Resolve ticket,Value 13,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 40,2012/9/12 12:20:00,2012/9/12 12:20:00,Closed,Value 5,Value 1,Value 32,Value 1,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 41,2010/12/14 10:44:00,2010/12/14 10:44:00,Assign seriousness,Value 14,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 41,2010/12/14 10:44:00,2010/12/14 10:44:00,Take in charge ticket,Value 14,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 41,2010/12/14 10:45:00,2010/12/14 10:45:00,Resolve ticket,Value 14,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 41,2011/1/27 10:50:00,2011/1/27 10:50:00,Closed,Value 5,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/6/16 12:23:00,2011/6/16 12:23:00,Assign seriousness,Value 8,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/6/16 12:51:00,2011/6/16 12:51:00,Take in charge ticket,Value 8,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/6/16 13:39:00,2011/6/16 13:39:00,Resolve ticket,Value 8,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 42,2011/7/30 12:30:00,2011/7/30 12:30:00,Closed,Value 5,Value 1,Value 33,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 43,2012/4/10 8:56:00,2012/4/10 8:56:00,Assign seriousness,Value 1,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2012/4/10 9:27:00,2012/4/10 9:27:00,Take in charge ticket,Value 4,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2012/4/10 10:53:00,2012/4/10 10:53:00,Resolve ticket,Value 4,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 43,2012/5/26 9:00:00,2012/5/26 9:00:00,Closed,Value 5,Value 1,Value 34,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/11/29 16:09:00,2010/11/29 16:09:00,Assign seriousness,Value 2,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/11/29 16:19:00,2010/11/29 16:19:00,Take in charge ticket,Value 2,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/11/29 16:20:00,2010/11/29 16:20:00,Resolve ticket,Value 2,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 44,2010/12/31 16:10:00,2010/12/31 16:10:00,Closed,Value 5,Value 1,Value 19,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 45,2012/1/20 14:08:00,2012/1/20 14:08:00,Assign seriousness,Value 9,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 45,2012/1/25 11:46:00,2012/1/25 11:46:00,Take in charge ticket,Value 9,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 45,2012/3/2 10:40:00,2012/3/2 10:40:00,Resolve ticket,Value 9,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 45,2012/3/17 10:41:00,2012/3/17 10:41:00,Closed,Value 5,Value 1,Value 24,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 46,2012/11/14 14:33:00,2012/11/14 14:33:00,Assign seriousness,Value 1,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/11/15 13:33:00,2012/11/15 13:33:00,Take in charge ticket,Value 2,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/11/15 13:33:00,2012/11/15 13:33:00,Take in charge ticket,Value 12,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/11/16 11:37:00,2012/11/16 11:37:00,Wait,Value 12,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/12/14 14:20:00,2012/12/14 14:20:00,Resolve ticket,Value 12,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 46,2012/12/29 14:21:00,2012/12/29 14:21:00,Closed,Value 3,Value 1,Value 35,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 47,2011/5/25 9:48:00,2011/5/25 9:48:00,Assign seriousness,Value 8,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2011/5/25 9:48:00,2011/5/25 9:48:00,Take in charge ticket,Value 8,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2011/5/30 15:04:00,2011/5/30 15:04:00,Resolve ticket,Value 15,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 47,2011/7/1 9:50:00,2011/7/1 9:50:00,Closed,Value 5,Value 1,Value 30,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 48,2010/12/1 13:42:00,2010/12/1 13:42:00,Insert ticket,Value 12,Value 1,Value 36,Value 3,Value 1,Value 3,Value 2,Value 1,Value 1,Value 1
Case 48,2010/12/2 14:07:00,2010/12/2 14:07:00,Assign seriousness,Value 2,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 48,2010/12/2 14:07:00,2010/12/2 14:07:00,Take in charge ticket,Value 2,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 48,2010/12/2 14:08:00,2010/12/2 14:08:00,Resolve ticket,Value 2,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 48,2011/1/1 14:08:00,2011/1/1 14:08:00,Closed,Value 5,Value 1,Value 36,Value 3,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 49,2011/11/25 14:33:00,2011/11/25 14:33:00,Assign seriousness,Value 2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2011/11/25 14:47:00,2011/11/25 14:47:00,Take in charge ticket,Value 2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2011/11/29 14:47:00,2011/11/29 14:47:00,Wait,Value 2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2011/12/2 16:25:00,2011/12/2 16:25:00,Resolve ticket,Value 2,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 49,2012/1/7 16:20:00,2012/1/7 16:20:00,Closed,Value 5,Value 1,Value 37,Value 4,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 50,2012/1/16 10:53:00,2012/1/16 10:53:00,Assign seriousness,Value 4,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/1/16 10:59:00,2012/1/16 10:59:00,Take in charge ticket,Value 4,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/1/16 16:37:00,2012/1/16 16:37:00,Resolve ticket,Value 4,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/1/16 16:37:00,2012/1/16 16:37:00,Resolve ticket,Value 4,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 50,2012/2/16 11:00:00,2012/2/16 11:00:00,Closed,Value 5,Value 1,Value 38,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 51,2012/6/13 13:55:00,2012/6/13 13:55:00,Assign seriousness,Value 4,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/6/14 7:07:00,2012/6/14 7:07:00,Take in charge ticket,Value 4,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/6/15 7:16:00,2012/6/15 7:16:00,Wait,Value 10,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/7/2 9:41:00,2012/7/2 9:41:00,Resolve ticket,Value 10,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 51,2012/7/18 7:30:00,2012/7/18 7:30:00,Closed,Value 5,Value 1,Value 39,Value 7,Value 1,Value 4,Value 3,Value 1,Value 1,Value 1
Case 52,2012/7/26 15:18:00,2012/7/26 15:18:00,Assign seriousness,Value 13,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2012/7/26 15:18:00,2012/7/26 15:18:00,Take in charge ticket,Value 13,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2012/7/27 10:46:00,2012/7/27 10:46:00,Resolve ticket,Value 13,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 52,2012/9/12 15:20:00,2012/9/12 15:20:00,Closed,Value 5,Value 1,Value 19,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 53,2010/10/14 13:53:00,2010/10/14 13:53:00,Assign seriousness,Value 2,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/15 13:02:00,2010/10/15 13:02:00,Take in charge ticket,Value 14,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/28 15:12:00,2010/10/28 15:12:00,Wait,Value 12,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/28 15:12:00,2010/10/28 15:12:00,Wait,Value 12,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/10/29 13:42:00,2010/10/29 13:42:00,Take in charge ticket,Value 12,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/11/4 8:48:00,2010/11/4 8:48:00,Resolve ticket,Value 2,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 53,2010/12/4 8:48:00,2010/12/4 8:48:00,Closed,Value 5,Value 1,Value 40,Value 3,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/11/7 8:20:00,2013/11/7 8:20:00,Assign seriousness,Value 1,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/11/29 9:10:00,2013/11/29 9:10:00,Take in charge ticket,Value 2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/12/2 16:14:00,2013/12/2 16:14:00,Resolve ticket,Value 2,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 54,2013/12/17 16:14:00,2013/12/17 16:14:00,Closed,Value 3,Value 1,Value 5,Value 1,Value 1,Value 2,Value 3,Value 1,Value 1,Value 1
Case 55,2011/10/26 15:51:00,2011/10/26 15:51:00,Assign seriousness,Value 4,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/10/31 15:19:00,2011/10/31 15:19:00,Take in charge ticket,Value 9,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/11/7 8:44:00,2011/11/7 8:44:00,Wait,Value 9,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/11/21 8:21:00,2011/11/21 8:21:00,Resolve ticket,Value 9,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 55,2011/12/6 8:21:00,2011/12/6 8:21:00,Closed,Value 5,Value 1,Value 41,Value 3,Value 1,Value 1,Value 3,Value 3,Value 1,Value 1
Case 56,2012/1/30 11:32:00,2012/1/30 11:32:00,Assign seriousness,Value 2,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 56,2012/1/30 11:33:00,2012/1/30 11:33:00,Resolve ticket,Value 2,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 56,2012/3/14 11:40:00,2012/3/14 11:40:00,Closed,Value 5,Value 1,Value 16,Value 2,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 57,2010/10/29 9:39:00,2010/10/29 9:39:00,Assign seriousness,Value 6,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2010/11/2 14:56:00,2010/11/2 14:56:00,Take in charge ticket,Value 6,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2010/11/2 15:39:00,2010/11/2 15:39:00,Resolve ticket,Value 6,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 57,2010/11/30 10:40:00,2010/11/30 10:40:00,Closed,Value 5,Value 1,Value 42,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 2
Case 58,2012/11/16 15:49:00,2012/11/16 15:49:00,Assign seriousness,Value 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2012/11/16 15:49:00,2012/11/16 15:49:00,Create SW anomaly,Value 1,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2012/11/28 13:50:00,2012/11/28 13:50:00,Require upgrade,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2012/12/17 9:55:00,2012/12/17 9:55:00,Resolve ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 58,2013/1/1 9:55:00,2013/1/1 9:55:00,Closed,Value 3,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 12:28:00,2012/3/28 12:28:00,Assign seriousness,Value 1,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 12:28:00,2012/3/28 12:28:00,Take in charge ticket,Value 1,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 15:32:00,2012/3/28 15:32:00,Resolve ticket,Value 1,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/3/28 15:32:00,2012/3/28 15:32:00,Resolve ticket,Value 1,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 59,2012/4/28 12:30:00,2012/4/28 12:30:00,Closed,Value 5,Value 1,Value 43,Value 2,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/6 15:35:00,2011/4/6 15:35:00,Assign seriousness,Value 13,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/6 15:36:00,2011/4/6 15:36:00,Take in charge ticket,Value 13,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/7 15:41:00,2011/4/7 15:41:00,Wait,Value 13,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/13 8:49:00,2011/4/13 8:49:00,Take in charge ticket,Value 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/4/13 8:49:00,2011/4/13 8:49:00,Resolve ticket,Value 2,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 60,2011/5/28 8:50:00,2011/5/28 8:50:00,Closed,Value 5,Value 1,Value 44,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 61,2011/9/16 7:04:00,2011/9/16 7:04:00,Assign seriousness,Value 1,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 61,2011/9/16 7:18:00,2011/9/16 7:18:00,Take in charge ticket,Value 10,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 61,2011/9/16 15:04:00,2011/9/16 15:04:00,Resolve ticket,Value 10,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 61,2011/11/10 8:10:00,2011/11/10 8:10:00,Closed,Value 5,Value 1,Value 30,Value 1,Value 1,Value 1,Value 3,Value 1,Value 1,Value 1
Case 62,2012/5/28 15:16:00,2012/5/28 15:16:00,Assign seriousness,Value 4,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 62,2012/5/28 15:18:00,2012/5/28 15:18:00,Resolve ticket,Value 4,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 62,2012/7/26 15:20:00,2012/7/26 15:20:00,Closed,Value 5,Value 1,Value 22,Value 3,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 63,2013/3/6 15:05:00,2013/3/6 15:05:00,Assign seriousness,Value 4,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 63,2013/3/22 8:58:00,2013/3/22 8:58:00,Take in charge ticket,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 63,2013/3/22 9:34:00,2013/3/22 9:34:00,Resolve ticket,Value 9,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 63,2013/4/6 8:34:00,2013/4/6 8:34:00,Closed,Value 3,Value 1,Value 22,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 64,2011/4/14 15:54:00,2011/4/14 15:54:00,Assign seriousness,Value 13,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/14 15:54:00,2011/4/14 15:54:00,Assign seriousness,Value 13,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/15 10:41:00,2011/4/15 10:41:00,Wait,Value 11,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/27 10:30:00,2011/4/27 10:30:00,Take in charge ticket,Value 2,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/4/27 10:30:00,2011/4/27 10:30:00,Wait,Value 2,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/5/6 9:42:00,2011/5/6 9:42:00,Take in charge ticket,Value 11,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/5/6 9:42:00,2011/5/6 9:42:00,Resolve ticket,Value 11,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 64,2011/5/21 9:42:00,2011/5/21 9:42:00,Closed,Value 5,Value 1,Value 45,Value 3,Value 1,Value 1,Value 2,Value 2,Value 1,Value 2
Case 65,2013/2/13 13:41:00,2013/2/13 13:41:00,Assign seriousness,Value 4,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/1 9:23:00,2013/3/1 9:23:00,Take in charge ticket,Value 2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/1 10:14:00,2013/3/1 10:14:00,Wait,Value 2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/1 16:01:00,2013/3/1 16:01:00,Resolve ticket,Value 2,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 65,2013/3/16 16:01:00,2013/3/16 16:01:00,Closed,Value 3,Value 1,Value 46,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/6/26 8:46:00,2012/6/26 8:46:00,Assign seriousness,Value 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/6/26 8:47:00,2012/6/26 8:47:00,Take in charge ticket,Value 13,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/6/26 13:05:00,2012/6/26 13:05:00,Resolve ticket,Value 13,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 66,2012/8/24 15:42:00,2012/8/24 15:42:00,Closed,Value 2,Value 1,Value 9,Value 1,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 67,2010/12/30 15:03:00,2010/12/30 15:03:00,Assign seriousness,Value 13,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 67,2011/1/11 8:40:00,2011/1/11 8:40:00,Take in charge ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 67,2011/1/13 11:45:00,2011/1/13 11:45:00,Resolve ticket,Value 2,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 67,2011/2/12 15:10:00,2011/2/12 15:10:00,Closed,Value 5,Value 1,Value 22,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 68,2012/4/11 14:09:00,2012/4/11 14:09:00,Assign seriousness,Value 4,Value 1,Value 47,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 68,2012/4/11 14:09:00,2012/4/11 14:09:00,Take in charge ticket,Value 4,Value 1,Value 47,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 68,2012/4/12 10:31:00,2012/4/12 10:31:00,Resolve ticket,Value 13,Value 1,Value 47,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 68,2012/5/12 14:10:00,2012/5/12 14:10:00,Closed,Value 5,Value 1,Value 47,Value 4,Value 1,Value 1,Value 2,Value 1,Value 1,Value 1
Case 69,2013/4/5 8:30:00,2013/4/5 8:30:00,Assign seriousness,Value 1,Value 1,Value 14,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
Case 69,2013/4/30 13:27:00,2013/4/30 13:27:00,Take in charge ticket,Value 2,Value 1,Value 14,Value 1,Value 1,Value 2,Value 2,Value 1,Value 1,Value 1
